sno,sna,sarea,lng,lat,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,507,508,509,510,511,512,513,514,515,516,517,518,519,520,521,522,523,524,607,608,609,610,611,612,613,614,615,616,617,618,619,620,621,622,623,624,707,708,709,710,711,712,713,714,715,716,717,718,719,720,721,722,723,724,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224
102,臺北市客家文化主題公園,中正區,121.525322,25.02043,0.31,0.19,0.12,0.16,0.12,0.09,0.03,0.03,0.06,0.09,0.03,0,0.06,0,0.06,0,0.22,0.22,0.38,0.03,0.06,0,0,0.03,0,0,0.06,0.09,0.28,0.12,0.06,0.06,0.16,0.25,0.34,0.34,0.09,0.03,0.34,0.25,0.19,0.09,0.06,0,0.12,0.19,0.25,0.28,0.22,0.25,0.06,0.19,0.25,0.25,0.47,0.34,0.12,0,0.06,0.03,0.31,0.28,0.31,0.34,0.25,0.06,0.53,1,0.47,0.59,0.91,0.56,0.56,0.56,0.56,0.47,0.38,0.41,0.22,0.25,0.22,0.12,0.06,0.03,0.31,0.25,0.53,0.59,0.88,0.44,0.44,0.34,0.16,0.06,0,0,0.03,0.06,0.03,0.09,0.19,0.32,0.16,0.38,0.25,0.41,0.66,0.75,0.31,0.12,0.09,0.06,0.06,0,0,0,0.09,0.12,0.03,0.09,0.03,0.06,0.06,0.34,0.53,0.28
103,萬華車站,萬華區,121.503028,25.033639,0.28,0.1,0.02,0.02,0.2,0.2,0.27,0.27,0.25,0.2,0.25,0.4,0.48,0.48,0.5,0.55,0.57,0.58,0.52,0.23,0.23,0.27,0.32,0.28,0.32,0.25,0.25,0.28,0.28,0.55,0.55,0.58,0.63,0.62,0.63,0.65,0.6,0.39,0.4,0.32,0.37,0.32,0.38,0.33,0.35,0.33,0.35,0.38,0.37,0.33,0.38,0.35,0.4,0.43,0.38,0.35,0.28,0.25,0.23,0.27,0.22,0.13,0.17,0.15,0.13,0.1,0.13,0.15,0.1,0.18,0.08,0.12,0.32,0.32,0.35,0.32,0.32,0.52,0.57,0.55,0.6,0.5,0.47,0.42,0.47,0.57,0.58,0.47,0.48,0.52,0.55,0.38,0.25,0.17,0.18,0.12,0.12,0.07,0.3,0.22,0.28,0.37,0.27,0.3,0.38,0.42,0.48,0.48,0.35,0.15,0.3,0.25,0.15,0.13,0.17,0.07,0.03,0.02,0.07,0.3,0.35,0.33,0.35,0.32,0.37,0.33
104,台北花木批發市場,文山區,121.54074,25.004023,0.57,0.49,0.62,0.57,0.58,0.33,0.25,0.19,0.22,0.25,0.33,0.53,0.33,0.75,0.22,0.44,0.69,0.36,0.81,0.38,0.84,0.78,0.84,0.76,0.57,0.49,0.32,0.35,0.54,0.49,0.41,0.59,0.19,0.43,0.16,0.27,0.73,0.54,0.24,0.68,0.59,0.49,0.51,0.38,0.38,0.43,0.46,0.57,0.24,0.35,0.35,0.24,0.59,0.81,0.76,0.59,0.7,0.46,0.51,0.54,0.41,0.41,0.46,0.46,0.46,0.3,0.35,0.27,0.57,0.19,0.11,0.22,0.62,0.41,0.84,0.89,0.78,0.62,0.76,0.73,0.57,0.38,0.19,0.05,0.16,0.32,0.22,0.49,0.22,0.3,0.51,0.73,0.57,0.7,0.74,0.74,0.63,0.42,0.29,0.39,0.34,0.74,0.13,0.76,0.03,0.03,0.11,0.21,0.39,0.89,0.58,0.5,0.42,0.39,0.26,0.18,0.11,0.29,0.26,0.39,0.32,0.58,0.24,0.29,0.29,0.5
105,峨嵋停車場,萬華區,121.505409,25.044412,0.22,0.24,0.41,0.17,0.29,0.44,0.56,0.56,0.59,0.78,0.76,0.71,0.61,0.64,0.81,0.62,0.45,0.31,0.24,0.36,0.14,0.19,0.14,0.05,0.24,0.33,0.38,0.31,0.31,0.26,0.33,0.43,0.43,0.31,0.1,0.1,0.29,0.33,0.36,0.26,0.17,0.33,0.26,0.21,0.33,0.31,0.33,0.4,0.45,0.24,0.4,0.21,0.36,0.36,0.29,0.31,0.12,0.14,0.21,0.24,0.24,0.19,0.29,0.02,0.05,0,0.02,0.17,0.29,0.14,0.21,0.02,0.24,0.26,0.29,0.43,0.52,0.64,0.71,0.69,0.81,0.79,0.69,0.45,0.43,0.48,0.48,0.36,0.12,0.1,0.21,0.21,0.33,0.29,0.36,0.4,0.55,0.73,0.51,0.44,0.45,0.33,0.38,0.48,0.24,0.33,0.14,0.02,0.17,0.07,0.24,0.24,0.31,0.17,0.1,0.19,0.19,0.14,0.21,0.14,0.02,0.24,0.19,0.17,0.12,0.05
106,西園艋舺路口,萬華區,121.497674,25.032932,0.39,0.16,0.05,0,0.07,0.14,0.2,0.18,0.16,0.16,0.27,0.2,0.14,0.25,0.25,0.09,0.02,0.14,0.39,0.14,0.14,0.11,0.07,0.09,0.14,0.14,0.18,0.16,0.2,0.3,0.34,0.27,0.18,0.27,0.14,0.14,0.57,0.36,0.32,0.2,0.18,0.3,0.36,0.39,0.3,0.18,0.27,0.23,0.07,0.07,0.09,0.07,0.2,0.2,0.57,0.64,0.5,0.43,0.45,0.45,0.57,0.45,0.41,0.43,0.36,0.36,0.32,0.09,0,0.49,0.47,0.34,0.7,0.66,0.48,0.48,0.5,0.45,0.45,0.48,0.27,0.45,0.23,0.25,0.32,0.25,0.3,0.48,0.45,0.18,0.32,0.2,0.02,0.02,0.02,0.18,0.23,0.23,0.23,0.41,0.43,0.45,0.43,0.52,0.57,0.57,0.5,0.41,0.45,0.45,0.36,0.25,0.2,0.25,0.25,0.25,0.2,0.25,0.43,0.48,0.66,0.57,0.64,0.64,0.59,0.57
107,捷運小南門站(1號出口),中正區,121.509422,25.036402,0.33,0.55,0.87,0.85,0.62,0.62,0.46,0.4,0.29,0.73,0.65,0.54,0.19,0.19,0.06,0.23,0.13,0,0.07,0.72,0.74,0.7,0.7,0.72,0.54,0.57,0.54,0.65,0.52,0.37,0.09,0.07,0.31,0.11,0.13,0.15,0.13,0.2,0.41,0.39,0.31,0.19,0.07,0.17,0.41,0.39,0.26,0.48,0.46,0.72,0.69,0.54,0.5,0.43,0.44,0.5,0.69,0.61,0.67,0.61,0.61,0.5,0.56,0.57,0.46,0.31,0.2,0.41,0.33,0.28,0.25,0.23,0.13,0.21,0.42,0.58,0.57,0.59,0.5,0.59,0.37,0.7,0.72,0.67,0.63,0.5,0.56,0.54,0.41,0.39,0.46,0.69,0.65,0.7,0.57,0.5,0.59,0.54,0.69,0.78,0.8,0.35,0.09,0.02,0.07,0,0,0.11,0.17,0.46,0.76,0.8,0.76,0.74,0.72,0.83,0.85,0.74,0.67,0.67,0.39,0.3,0.22,0.28,0.07,0.04
108,臺北孔廟,大同區,121.515843,25.073306,0.62,0.59,0.47,0.56,0.34,0.06,0.09,0.09,0.06,0.12,0.28,0.52,0.38,0.25,0.66,0.31,0.66,0.81,0.78,0.09,0.62,0.34,0.19,0.03,0,0.09,0.13,0.23,0,0.12,0.78,0.72,0.5,0.41,0.68,0.62,0.56,0.47,0.66,0.38,0.56,0.45,0.31,0.34,0.22,0.38,0.31,0.69,0.78,0.38,0.22,0.28,0.69,0.72,0.59,0.62,0.34,0.78,0.56,0.5,0.41,0.53,0.69,0.75,0.44,0.31,0.28,0.22,0.5,0.28,0.59,0.59,0.59,0.45,0.65,0.62,0.53,0.53,0.31,0.38,0.19,0.5,0.34,0.53,0.16,0.31,0.44,0.25,0.38,0.41,0.62,0.44,0,0,0.19,0.03,0.09,0.12,0,0.09,0.12,0.69,0.19,0.94,0.25,0.38,0.59,0.56,0.53,0.5,0.41,0.59,0.44,0.35,0.28,0.12,0.03,0.03,0.03,0.35,0.9,0.35,0.74,0.71,0.74,0.78
109,林安泰古厝,中山區,121.530805,25.071606,0.31,0.42,0.5,0.42,0.42,0.39,0.39,0.44,0.47,0.42,0.31,0.25,0.28,0.42,0.39,0.31,0.31,0.42,0.25,0.58,0.61,0.14,0.44,0.5,0.53,0.67,0.61,0.58,0.36,0.33,0.22,0.31,0.37,0.4,0.51,0.26,0.31,0.37,0.53,0.58,0.58,0.47,0.47,0.5,0.5,0.5,0.44,0.44,0.39,0.36,0.39,0.22,0.19,0.22,0.25,0.25,0.47,0.42,0.44,0.36,0.33,0.25,0.25,0.19,0.19,0.11,0.08,0.11,0.22,0.31,0.39,0.39,0.36,0.39,0.53,0.72,0.97,0.49,0.43,0.43,0.4,0.17,0,0.03,0.08,0.19,0.22,0.09,0.25,0.31,0.42,0.39,0.64,0.64,0.61,0.56,0.58,0.64,0.64,0.72,0.58,0.53,0.53,0.64,0.31,0.14,0.17,0.29,0.39,0.42,0.58,0.69,0.67,0.64,0.64,0.72,0.81,0.39,0.36,0.39,0.31,0.33,0.33,0.28,0.28,0.25
110,文湖國小,內湖區,121.560888,25.086376,0.8,0.34,0.2,0.52,0.48,0.25,0.11,0.05,0.11,0.25,0.36,0.36,0.32,0.5,0.84,0.36,0.7,0.64,0.95,0.32,0.45,0.34,0.57,0.32,0.32,0.41,0.32,0.43,0.34,0,0.21,0.21,0.84,0.39,0.75,0.77,0.68,0.52,0.55,0.64,0.52,0.36,0.32,0.25,0.27,0.25,0.23,0.16,0.05,0.16,0.39,0.39,0.57,0.74,0.77,0.63,0.26,0.02,0.55,0.34,0.34,0.2,0.07,0.07,0.11,0,0.14,0.34,0.59,0.3,0.49,0.68,0.66,0.73,0.52,0.36,0.61,0.59,0.43,0.07,0.02,0.11,0.14,0.25,0.16,0.16,0.64,0.41,0.73,0.89,0.73,0.64,0.3,0.44,0.23,0.57,0.36,0.39,0.52,0.55,0.66,0.39,0.05,0.43,0.23,0.66,0.93,0.98,0.89,0.57,0.3,0.57,0.41,0.77,0.82,0.8,0.61,0.59,0.48,0.45,0.23,0.18,0.23,0.48,0.82,0.55
111,捷運忠孝復興站(2號出口),大安區,121.543497,25.040184,0.57,0,0.09,0.06,0.02,0.09,0.22,0.19,0.04,0.07,0.13,0.12,0.36,0.28,0.21,0,0.02,0.3,0.74,0.17,0.08,0,0.04,0.19,0.17,0.22,0.04,0.15,0.07,0.5,0.41,0.67,0.39,0.17,0.06,0.11,0.26,0.06,0.06,0.08,0.11,0.17,0.09,0.06,0.02,0.28,0.28,0.3,0.02,0.06,0.11,0.07,0.02,0.35,0.67,0.31,0.35,0.44,0.43,0.33,0.35,0.52,0.39,0.15,0.72,0.93,0.44,0.3,0,0.33,0.02,0.24,0.5,0.52,0.33,0.33,0.41,0.54,0.5,0.52,0.5,0.54,0.61,0.7,0.54,0.33,0.09,0,0.3,0.17,0.48,0.06,0.06,0.2,0.26,0.15,0.31,0.07,0.06,0.06,0.13,0.31,0.41,0.52,0.54,0,0.15,0.54,0.85,0.57,0.74,0.54,0.46,0.46,0.72,0.37,0.15,0.13,0.19,0.35,0.31,0.46,0.56,0.22,0.31,0.3
112,捷運新北投站,北投區,121.503124,25.137456,0.67,0.6,0.52,0.44,0.52,0.79,0.73,0.67,0.56,0.38,0.02,0.06,0.31,0.44,0.38,0.44,0.48,0.46,0.48,0.48,0.21,0.46,0.5,0.52,0.44,0.54,0.5,0.11,0.02,0.27,0.31,0.42,0.46,0.44,0.4,0.43,0.46,0.68,0.62,0.43,0.26,0.64,0.51,0.4,0.3,0.3,0.36,0.26,0.19,0.34,0.4,0.43,0.48,0.83,0.85,0.67,0.58,0.48,0.52,0.38,0.19,0.12,0.15,0.3,0.21,0.02,0.1,0.04,0.08,0.17,0.27,0.38,0.4,0.38,0.38,0.45,0.34,0.28,0.15,0.13,0.04,0.04,0.09,0.11,0.2,0.11,0.17,0.35,0.33,0.23,0.46,0.42,0.42,0.23,0.54,0.46,0.5,0.21,0.31,0.62,0,0.19,0.21,0.25,0.21,0,0.04,0.02,0.64,0.53,0.38,0.23,0.47,0.51,0.36,0.45,0.38,0.17,0.11,0.02,0.35,0.45,0.43,0.42,0.56,0.6
113,仁愛逸仙路口,信義區,121.561178,25.037724,0.49,0.89,0.65,0.68,0.57,0.57,0.49,0.59,0.51,0.62,0.46,0.49,0.16,0.11,0.32,0.22,0.27,0.35,0.68,0.67,0.86,0.78,0.78,0.76,0.73,0.86,0.57,0.62,0.57,0.35,0.03,0.41,0.43,0.41,0.22,0.14,0.38,0.41,0.3,0.19,0,0.11,0.19,0.28,0.46,0.51,0.41,0.32,0.32,0.32,0.38,0.59,0.41,0.32,0.62,0.62,0.57,0.54,0.54,0.43,0.27,0.54,0.57,0.59,0.76,0.76,0.65,0.81,0.65,0.41,0.43,0.51,0.59,0.57,0.32,0.3,0.22,0.11,0.08,0.14,0.24,0.24,0.54,0.78,0.62,0.65,0.49,0.51,0.41,0.35,0.78,0.89,0.59,0.59,0.49,0.49,0.7,0.76,0.84,0.81,0.65,0.7,0.35,0.57,0.68,0.62,0.69,0.61,0.69,0.58,0.81,0.74,0.69,0.33,0.25,0.25,0.31,0.17,0.11,0.19,0.03,0,0.22,0.54,0.49,0.46
114,蘭雅公園,士林區,121.530386,25.109908,0.52,0.57,0.83,0.38,0.24,0.24,0.21,0.24,0.52,0.69,0.41,0.59,0.59,0.97,0.62,0.28,0.28,0.21,0.72,1,0.48,0.76,0.14,0.41,0.17,0.1,0.52,0.38,0.62,0.38,0.48,0.38,0.03,0,0.17,0.14,0.48,0.55,0.14,0.21,0.38,0.45,0.14,0.48,0.41,0.38,0.41,0.1,0.38,0.59,0.52,0.1,0,0.28,0.28,0.38,0.48,0.14,0.17,0.45,0,0.38,0.52,0.62,0.66,0.52,0.34,0.38,0.45,0.45,0.38,0.41,0.17,0.41,0.45,0.07,0.66,0.21,0.24,0.72,0.55,0.52,0.66,0.41,0.55,0.41,0.34,0,0.34,0.41,0.55,0.61,0.69,0.72,0.38,0.41,0.21,0.41,0.48,0.41,0.24,0.72,0.55,0.41,0.62,0.41,0.72,0.48,0.34,0.21,0.38,0.24,0.41,0.14,0.07,0.45,0.52,0.93,0.14,0.21,0.68,0.68,0.54,0,0.04,0.11
115,臺北轉運站,中正區,121.520526,25.048222,0.65,0.28,0.12,0.12,0.09,0.19,0.25,0.21,0.16,0.12,0.32,0.41,0.82,0.43,0.28,0.37,0.19,0.75,0.62,0.15,0.03,0.07,0.01,0.16,0.12,0.13,0.16,0.15,0.28,0.65,0.44,0.51,0.44,0.53,0.22,0.44,0.76,0.59,0.4,0.29,0.34,0.25,0.47,0.47,0.49,0.56,0.32,0.54,0.4,0.65,0.66,0.61,0.37,0.45,0.68,0.72,0.54,0.49,0.54,0.43,0.59,0.54,0.74,0.47,0.53,0.49,0.59,0.56,0.47,0.43,0.09,0.41,0.53,0.69,0.46,0.31,0.3,0.27,0.49,0.57,0.58,0.63,0.75,0.74,0.78,0.63,0.6,0.72,0.35,0.4,0.56,0.31,0.06,0.01,0.04,0.12,0.15,0.13,0.18,0.12,0.12,0.37,0.57,0.71,0.85,0.64,0.39,0.34,0.54,0.37,0.25,0.34,0.4,0.32,0.25,0.24,0.34,0.34,0.46,0.66,0.66,0.57,0.49,0.76,0.28,0.22
116,福林公園,士林區,121.530215,25.096122,0.14,0.12,0.02,0.02,0.02,0.05,0.12,0.21,0.12,0.16,0.28,0.37,0.42,0.51,0.49,0.35,0.26,0.26,0.33,0.4,0.26,0.28,0.33,0.23,0.16,0.14,0.14,0.12,0.05,0.14,0.07,0.09,0.09,0.09,0.21,0.16,0.26,0.19,0.19,0.14,0.12,0.12,0.14,0.26,0.26,0.28,0.26,0.16,0.23,0.21,0.21,0.23,0.35,0.37,0.47,0.33,0.42,0.56,0.58,0.67,0.63,0.53,0.51,0.49,0.42,0.37,0.35,0.3,0.35,0.33,0.42,0.51,0.63,0.65,0.84,0.86,0.56,0.58,0.56,0.6,0.53,0.53,0.44,0.21,0.12,0.28,0.3,0.4,0.3,0.4,0.51,0.58,0.53,0.53,0.6,0.6,0.51,0.74,0.79,0.91,0.67,0.63,0.63,0.58,0.6,0.58,0.58,0.63,0.33,0.28,0.19,0.26,0.3,0.33,0.37,0.4,0.44,0.44,0.44,0.42,0.42,0.49,0.3,0.26,0.26,0.23
117,捷運北投站,北投區,121.498618,25.132581,0.69,0.5,0.6,0.33,0.33,0.49,0.6,0.54,0.61,0.65,0.56,0.72,0.56,0.65,0.37,0,0,0.19,0.44,0.3,0.49,0.37,0.33,0.47,0.61,0.4,0.25,0.32,0.32,0.28,0.63,0.49,0.4,0.16,0.04,0.26,0.54,0.51,0.44,0.46,0.44,0.39,0.42,0.86,0.78,0.78,0.57,0.66,0.43,0.48,0.48,0.45,0.21,0.22,0.43,0.57,0.62,0.78,0.21,0.57,0.67,0.47,0.43,0.48,0.29,0.45,0.26,0.4,0.41,0.26,0.26,0.02,0.24,0.28,0.19,0.33,0.52,0.28,0.45,0.48,0.5,0.26,0.1,0.38,0.29,0.74,0.43,0,0,0.16,0.52,0.16,0.29,0.14,0.14,0.28,0.43,0.53,0.36,0.16,0.29,0.57,0.16,0.22,0.1,0.02,0,0.19,0.5,0.17,0.64,0.21,0.28,0.43,0.76,0.59,0.57,0.64,0.45,0.62,0.67,0.57,0.53,0.31,0.33,0.12
118,大業大同街口,北投區,121.499152,25.136929,0.42,0,0.14,0.22,0.14,0.03,0.06,0.08,0,0,0.06,0.11,0.17,0.42,0.19,0.44,0.61,0.67,0.81,0.03,0,0.36,0.28,0.19,0.03,0,0.06,0.06,0.06,0.28,0.58,0.61,0.33,0.39,0.67,0.75,0.47,0.44,0,0.25,0.11,0.17,0.17,0,0.08,0.08,0.03,0.06,0.22,0.31,0.36,0.36,0.5,0.75,0.75,0.5,0.67,0.56,0.44,0.28,0.03,0.08,0.42,0.14,0.17,0.11,0.28,0.42,0.56,0.14,0.42,0.72,0.83,0.78,0.89,0.5,0.25,0.61,0.53,0.47,0.42,0.44,0.44,0.5,0.67,0.64,0.14,0.19,0.19,0.31,0.61,0,0,0.25,0.25,0.25,0.03,0.08,0.14,0.33,0.19,0.19,0.47,0.64,0.22,0.37,0.51,0.51,0.47,0.33,0,0.42,0.31,0.47,0.36,0.22,0.22,0.19,0.28,0.31,0.39,0.67,0.28,0.47,0.78,0.89
119,捷運劍南路站(2號出口),中山區,121.555116,25.08418,0.41,0.7,0.6,0.09,0.29,0.38,0.47,0.78,0.38,0.36,0.53,0.44,0.36,0.18,0.04,0.2,0,0,0.24,0.58,0.36,0.38,0.33,0.52,0.55,0.61,0.77,0.66,0.82,0.55,0.04,0.29,0,0.18,0,0,0.3,0.52,0.62,0.05,0.11,0.38,0.43,0.55,0.67,0.55,0.58,0.65,0.55,0.35,0.41,0.11,0.02,0,0.02,0.14,0.27,0.48,0.39,0.52,0.27,0.46,0.48,0.34,0.34,0.2,0.11,0.29,0.23,0.15,0,0.2,0.2,0.2,0.36,0.43,0.55,0.73,0.7,0.61,0.71,0.48,0.45,0.29,0.52,0.66,0.27,0.36,0.41,0.07,0.29,0.46,0.68,0.32,0.45,0.55,0.71,0.62,0.65,0.67,0.38,0.02,0.21,0.7,0.57,0.04,0.02,0,0.04,0.29,0.48,0,0.11,0.27,0.34,0.52,0.55,0.39,0.48,0.21,0.49,0.3,0.16,0,0,0.02
120,捷運龍山寺站(1號出口),萬華區,121.50026,25.035479,0.54,0.15,0.2,0.28,0.43,0.24,0.26,0.26,0.15,0.26,0.41,0.54,0.35,0.11,0,0.15,0,0.28,0.35,0.11,0.26,0.24,0.26,0.41,0.46,0.48,0.3,0.5,0.37,0.02,0.04,0.24,0.04,0.2,0.02,0.13,0.65,0.22,0.33,0.52,0.5,0.39,0.22,0.26,0.13,0.17,0.3,0.13,0.13,0.17,0.04,0.11,0.15,0.02,0.2,0.13,0.22,0.28,0.3,0.26,0.37,0.43,0.72,0.83,0.93,0.98,0.46,0.2,0.28,0.02,0.02,0.48,0.61,0.72,0.43,0.52,0.83,0.46,0.5,0.35,0.65,0.67,0.52,0.09,0.04,0.09,0.04,0.35,0.07,0.02,0.67,0.67,0.04,0.2,0.35,0.11,0.41,0.43,0.37,0.15,0.04,0.35,0.04,0.09,0.04,0.31,0.02,0.22,0.67,0.57,0.59,0.87,0.11,0.28,0.26,0.09,0.22,0.27,0.47,0.42,0.11,0.29,0.11,0.18,0.07,0
121,龍江南京路口,中山區,121.540568,25.05298,0.17,0.18,0.32,0.23,0.26,0.28,0.28,0.18,0.12,0.17,0.2,0.15,0.11,0.08,0.02,0.06,0.08,0.12,0.34,0.63,0.62,0.65,0.68,0.58,0.59,0.59,0.55,0.79,0.77,0.44,0.36,0.33,0.27,0.32,0.23,0.27,0.2,0.24,0.65,0.59,0.56,0.56,0.62,0.58,0.67,0.83,0.83,0.85,0.83,0.73,0.67,0.62,0.53,0.58,0.61,0.62,0.65,0.71,0.64,0.68,0.62,0.62,0.62,0.67,0.68,0.65,0.47,0.44,0.41,0.44,0.44,0.52,0.39,0.38,0.62,0.56,0.48,0.52,0.47,0.52,0.79,0.71,0.71,0.65,0.62,0.55,0.58,0.61,0.58,0.64,0.71,0.7,0.78,0.74,0.8,0.75,0.69,0.57,0.58,0.62,0.77,0.65,0.25,0.2,0.18,0.22,0.22,0.18,0.2,0.38,0.55,0.48,0.65,0.7,0.66,0.67,0.67,0.77,0.77,0.61,0.26,0.27,0.15,0.06,0.05,0.11
122,捷運港墘站(2號出口),內湖區,121.57584,25.079666,0.48,0.4,0.02,0.02,0.08,0.06,0.12,0.04,0.06,0,0.22,0.44,0.36,0.34,0.52,0.24,0.08,0.06,0.54,0,0,0.02,0.08,0.02,0.02,0.06,0.02,0.17,0.31,0.82,0.64,0.62,0.72,0.44,0.48,0.46,0.7,0.56,0,0.02,0.02,0,0.2,0.12,0.04,0.08,0.33,0.78,0.78,0.76,0.9,0.52,0.36,0.34,0.44,0.5,0.52,0.54,0.38,0.54,0.58,0.46,0.45,0.24,0.24,0.53,0.38,0.4,0.32,0.2,0.22,0.2,0.31,0.47,0.55,0.49,0.46,0.34,0.36,0.26,0.42,0.43,0.4,0.1,0.44,0.58,0.52,0.5,0.46,0.52,0.82,0,0,0,0.1,0.12,0.06,0.04,0.04,0.18,0.2,0.44,0.48,0.5,0.74,0.7,0.64,0.54,0.64,0.34,0.02,0,0,0.1,0.02,0,0,0,0.1,0.48,0.88,0.6,0.42,0.46,0.3,0.26
123,天母運動公園,士林區,121.534136,25.116325,0.2,0.57,0.7,0.48,0.52,0.52,0.52,0.59,0.55,0.55,0.7,0.34,0.75,0.36,0.34,0.2,0.16,0.14,0.36,0.57,0.86,0.41,0.5,0.34,0.11,0.5,0.52,0.45,0.45,0.61,0.45,0.36,0.18,0.43,0.27,0.23,0.16,0.43,0.55,0.68,0.39,0.27,0.18,0.11,0.11,0.11,0.11,0.52,0.66,0.52,0.52,0.55,0.45,0.45,0.48,0.59,0.52,0.61,0.7,0.66,0.52,0.61,0.77,0.68,0.68,0.55,0.77,0.43,0.48,0.3,0.14,0.25,0.2,0.27,0.34,0.52,0.57,0.55,0.73,0.5,0.3,0.3,0.52,0.57,0.61,0.36,0.07,0.23,0.23,0.3,0.41,0.64,0.77,0.6,0.51,0.58,0.63,0.7,0.82,0.77,0.64,0.45,0.61,0.43,0.5,0.36,0.2,0.39,0.52,0.43,0.5,0.66,0.64,0.52,0.48,0.55,0.57,0.61,0.55,0.57,0.41,0.41,0.55,0.64,0.66,0.73
124,振華公園,北投區,121.518163,25.115863,0.44,0.19,0.03,0.06,0.11,0.11,0.22,0.22,0.11,0.19,0.31,0.08,0.06,0.08,0.06,0.08,0.14,0.06,0.39,0.33,0.31,0.28,0.28,0.36,0.28,0.36,0.33,0.22,0.28,0.36,0.42,0.44,0.33,0.47,0.53,0.47,0.53,0.36,0.25,0.14,0.2,0.34,0.49,0.61,0.44,0.44,0.39,0.44,0.5,0.5,0.47,0.5,0.69,0.81,0.86,0.83,0.71,0.66,0.77,0.86,0.89,0.89,0.77,0.8,0.8,0.31,0.37,0.54,0.63,0.6,0.69,0.66,0.74,0.77,0.74,0.71,0.51,0.51,0.51,0.51,0.49,0.57,0.57,0.63,0.74,0.54,0.54,0.57,0.6,0.66,0.71,0.49,0.29,0.17,0.17,0.2,0.29,0.26,0.29,0.37,0.43,0.4,0.51,0.54,0.66,0.94,0.57,0.51,0.6,0.31,0.17,0.14,0.14,0.14,0.17,0.11,0.06,0.06,0.09,0.06,0.29,0.23,0.4,0.4,0.31,0.29
125,華西公園,萬華區,121.498495,25.038609,0.87,0.67,0.33,0.43,0.03,0.1,0.17,0.13,0.13,0.1,0.3,0.47,0.37,0.2,0.4,0.57,0.63,0.7,0.6,0.43,0.17,0.23,0.27,0.2,0.23,0.3,0.17,0,0.07,0.17,0.27,0.3,0.1,0.37,0.4,0.47,0.5,0.47,0.14,0.07,0.14,0.21,0.31,0.3,0.4,0.37,0.43,0.5,0.37,0.27,0.23,0.47,0.8,0.67,0.7,0.83,0.83,0.83,0.33,0.3,0.33,0.37,0.5,0.1,0.1,0.07,0.4,0.33,0.43,0.53,0.87,0.97,0.6,0.53,0.53,0.4,0.2,0.37,0.23,0.3,0.23,0.3,0.2,0.37,0.63,0.27,0.6,0.5,0.57,0.57,0.43,0.2,0.17,0.17,0.07,0.2,0.27,0.23,0.17,0.1,0.27,0.47,0.43,0.23,0.2,0.43,0.67,0.73,0.6,0.33,0.17,0.1,0.13,0.1,0.1,0.1,0.17,0.13,0.07,0.27,0.57,0.87,0.9,0.43,0.83,0.77
126,敦化基隆路口,大安區,121.548336,25.022073,0.23,0.73,0.4,0.9,0.67,0.47,0.17,0.5,0.63,0.6,0.27,0.7,0,0.2,0.17,0.21,0.07,0.07,0.2,0.23,0.13,0.1,0.37,0,0.07,0.43,0.9,0.67,0.17,0.03,0.03,0,0.1,0.2,0.23,0.34,0.45,0.14,0.4,0.73,0.8,0.13,0.1,0.59,0.43,0.83,0.9,0.83,0.6,0.53,0.4,0.3,0.6,0.5,0.57,0.53,0.6,0.6,0.57,0.6,0.57,0.63,0.73,0.8,0.83,0.67,0.34,0.55,0.72,0.86,0.59,0.59,0.69,0.76,0.55,0.62,0.59,0.55,0.45,0.55,0.52,0.45,0.45,0.41,0.34,0.28,0.53,0.47,0.53,0.57,0.43,0.07,0.33,0.67,0.73,0.57,0.2,0.33,0.53,0.47,0.1,0.87,0,0,0.07,0.1,0.03,0.13,0.2,0.37,0.4,0.37,0.5,0.33,0.13,0.63,0.7,0.47,0.4,0.72,0,0.37,0.23,0.07,0.03,0.1
127,東湖國中,內湖區,121.619521,25.073277,0.25,0.4,0.5,0.38,0.4,0.23,0.05,0.15,0.05,0.07,0,0.05,0.23,0.42,0.33,0.45,0.53,0.4,0.57,0.8,0.78,0.78,0.47,0.33,0.05,0.1,0.12,0.2,0,0.05,0.05,0.05,0.05,0.03,0.23,0.2,0.17,0.23,0.17,0.1,0.07,0.03,0,0.17,0.23,0.23,0.23,0.2,0.2,0.45,0.5,0.55,0.42,0.55,0.57,0.65,0.55,0.55,0.53,0.55,0.38,0.35,0.38,0.42,0.38,0.3,0.28,0.28,0.42,0.57,0.78,0.72,0.62,0.6,0.5,0.53,0.53,0.62,0.38,0.45,0.45,0.53,0.4,0.17,0.17,0.2,0.23,0.28,0.4,0.55,0.72,0.65,0.7,0.8,0.3,0.17,0.1,0.07,0.07,0.05,0.12,0.25,0.33,0.47,0.2,0.25,0.42,0.17,0.3,0.33,0.42,0.33,0.33,0.23,0.05,0.12,0.12,0.15,0.12,0.03,0.2,0.42,0.15,0.17,0.28,0.33
