sno,sna,sarea,lng,lat,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,507,508,509,510,511,512,513,514,515,516,517,518,519,520,521,522,523,524,607,608,609,610,611,612,613,614,615,616,617,618,619,620,621,622,623,624,707,708,709,710,711,712,713,714,715,716,717,718,719,720,721,722,723,724,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224
208,龍山國小,萬華區,121.495342,25.035555,0.47,0.36,0.27,0.29,0.22,0.24,0.2,0.16,0.18,0.15,0.07,0.13,0.38,0.49,0.58,0.53,0.69,0.69,0.76,0.49,0.49,0.51,0.47,0.47,0.49,0.42,0.44,0.53,0.43,0.61,0.62,0.62,0.91,0.62,0.71,0.71,0.71,0.58,0.38,0.31,0.29,0.29,0.38,0.27,0.31,0.36,0.4,0.42,0.49,0.53,0.78,0.51,0.58,0.53,0.75,0.61,0.45,0.45,0.45,0.45,0.36,0.41,0.48,0.5,0.43,0.45,0.43,0.41,0.33,0.42,0.42,0.49,0.58,0.49,0.4,0.4,0.46,0.41,0.41,0.22,0.11,0.04,0.09,0.15,0.22,0.22,0.15,0.37,0.43,0.5,0.52,0.43,0.26,0.17,0.15,0.2,0.2,0.15,0.24,0.17,0.17,0.24,0.28,0.24,0.3,0.43,0.54,0.5,0.57,0.43,0.26,0.22,0.2,0.2,0.11,0.24,0.22,0.17,0.15,0.13,0.17,0.15,0.22,0.26,0.41,0.54
209,捷運復興崗站,北投區,121.486071,25.137837,0.24,0.17,0.29,0.41,0.41,0.49,0.43,0.38,0.36,0.4,0.52,0.6,0.45,0.33,0.21,0.41,0.29,0.21,0.19,0.17,0.26,0.38,0.38,0.24,0.24,0.26,0.31,0.36,0.45,0.4,0.36,0.36,0.29,0.26,0.07,0.02,0.05,0.02,0.48,0.57,0.52,0.5,0.4,0.45,0.48,0.5,0.55,0.52,0.36,0.43,0.38,0.38,0.31,0.14,0.36,0.33,0.4,0.33,0.31,0.4,0.4,0.51,0.41,0.37,0.29,0.27,0.02,0.1,0.05,0.19,0.32,0.26,0.52,0.52,0.45,0.5,0.57,0.6,0.52,0.55,0.48,0.69,0.62,0.63,0.63,0.54,0.51,0.51,0.33,0.21,0.12,0.19,0.29,0.26,0.31,0.31,0.38,0.52,0.48,0.45,0.5,0.55,0.48,0.38,0.38,0.29,0.14,0.05,0.12,0.1,0.17,0.19,0.14,0.24,0.21,0.17,0.14,0.1,0.14,0.12,0.1,0.36,0.31,0.43,0.36,0.1
210,樂群二敬業四路口,中山區,121.558135,25.079766,0.57,0.47,0.36,0.67,0.74,0.59,0.48,0.22,0.22,0.31,0.4,0.52,0.46,0.31,0.66,0.43,0.6,0.69,0.53,0.1,0.29,0.39,0.37,0.27,0.08,0.03,0,0.07,0.17,0.1,0.09,0.28,0.31,0.52,0.64,0.66,0.4,0.48,0.14,0.31,0.22,0.03,0,0.02,0.02,0.04,0.09,0.12,0.36,0.34,0.52,0.41,0.47,0.58,0.81,0.71,0.66,0.44,0.39,0.36,0.2,0.19,0.05,0.08,0,0.1,0.2,0.39,0.45,0.46,0.66,0.81,0.71,0.81,0.62,0.67,0.6,0.4,0.42,0.42,0.47,0.32,0.33,0.27,0.27,0.38,0.43,0.48,0.47,0.7,0.68,0.27,0.02,0.1,0.05,0.32,0.22,0.02,0.05,0.02,0.1,0.52,0.22,0.63,0.47,0.57,0.83,0.87,0.55,0.47,0.07,0.35,0.32,0.18,0.17,0.07,0.15,0.23,0.13,0.28,0.27,0.17,0.23,0.35,0.37,0.62
211,星雲金湖街口,內湖區,121.597339,25.080915,0.47,0.28,0.15,0.12,0.12,0.05,0.03,0.03,0.38,0.38,0.28,0.2,0.2,0.12,0.12,0.28,0.25,0.23,0.28,0,0.35,0.33,0.33,0.3,0.33,0.33,0.33,0.3,0.28,0.23,0.25,0.23,0.17,0.17,0.25,0.23,0.57,0.45,0.25,0.4,0.4,0.35,0.35,0.33,0.3,0.33,0.28,0.25,0.15,0.12,0.15,0.2,0.3,0.28,0.28,0.25,0.2,0.12,0.5,0.5,0.42,0.42,0.5,0.55,0.55,0.47,0.42,0.38,0.4,0.55,0.62,0.62,0.57,0.55,0.53,0.5,0.45,0.5,0.53,0.45,0.45,0.38,0.35,0.4,0.4,0.33,0.3,0.3,0.33,0.38,0.78,0.7,0.47,0.45,0.5,0.45,0.47,0.45,0.4,0.35,0.35,0.3,0.28,0.28,0.28,0.2,0.2,0.2,0.45,0.33,0.12,0.05,0.38,0.33,0.28,0.31,0.33,0.36,0.38,0.38,0.42,0.33,0.17,0.3,0.23,0.28
212,北安大直街口,中山區,121.549452,25.084223,0.49,0.41,0.49,0.47,0.43,0.47,0.43,0.45,0.45,0.43,0.47,0.57,0.43,0.43,0.29,0.35,0.35,0.43,0.37,0.33,0.31,0.27,0.31,0.31,0.35,0.31,0.33,0.29,0.31,0.31,0.31,0.31,0.35,0.33,0.2,0.27,0.18,0.12,0.16,0.18,0.2,0.24,0.43,0.49,0.49,0.51,0.49,0.49,0.49,0.55,0.53,0.43,0.47,0.48,0.38,0.38,0.45,0.45,0.51,0.37,0.35,0.24,0.16,0.57,0.55,0.47,0.41,0.43,0.5,0.56,0.55,0.52,0.49,0.47,0.33,0.33,0.35,0.31,0.33,0.31,0.27,0.41,0.49,0.39,0.45,0.33,0.67,0.69,0.73,0.71,0.73,0.69,0.67,0.65,0.71,0.82,0.84,0.9,0.53,0.57,0.53,0.51,0.47,0.49,0.39,0.43,0.45,0.45,0.31,0.2,0.39,0.39,0.41,0.37,0.43,0.35,0.39,0.45,0.39,0.35,0.41,0.45,0.41,0.43,0.35,0.33
213,蘭雅國小,士林區,121.523107,25.107782,0.39,0.41,0.03,0.14,0.18,0,0.18,0.25,0.31,0.24,0.21,0.27,0,0.07,0.1,0,0.1,0.1,0.2,0.07,0.07,0.13,0.2,0,0.23,0.2,0.37,0.33,0.13,0.03,0.1,0.07,0.03,0.1,0.07,0.27,0.03,0.07,0.07,0,0,0.03,0.07,0.23,0.3,0.2,0.2,0.27,0.13,0.13,0.1,0.03,0.03,0.47,0.17,0.17,0.5,0.47,0.53,0.6,0.67,0.73,0.83,0.93,0.87,0.37,0.27,0.5,0.6,0.8,0.77,0.73,0.7,0.67,0.7,0.67,0.43,0.47,0.47,0.43,0.6,0.67,0.57,0.47,0.5,0.67,0.6,0.53,0.63,0.47,0.3,0.5,0.3,0.43,0.13,0.2,0.27,0.27,0.37,0.2,0.13,0.1,0.1,0.53,0.47,0.4,0.27,0.33,0.03,0.23,0.07,0.07,0,0,0,0.2,0.07,0.17,0.13,0.13,0.07,0.21,0.45,0.41,0.21,0.34
214,基河一期國宅,內湖區,121.578645,25.055935,0.2,0.15,0.24,0.22,0.19,0.2,0.19,0.19,0.09,0.09,0.17,0.11,0.06,0,0.02,0.11,0.24,0.22,0.2,0.24,0.28,0.28,0.26,0.26,0.24,0.15,0.13,0.19,0.26,0.07,0.06,0,0.04,0.11,0.22,0.2,0.11,0.02,0.17,0.11,0.09,0.15,0.13,0.17,0.13,0.11,0.13,0.13,0.09,0.13,0.15,0.19,0.15,0.15,0.43,0.43,0.39,0.37,0.37,0.35,0.31,0.33,0.26,0.26,0.26,0.24,0.24,0.3,0.28,0.37,0.44,0.48,0.43,0.41,0.46,0.44,0.39,0.37,0.43,0.41,0.39,0.37,0.31,0.28,0.37,0.13,0.17,0.15,0.17,0.24,0.22,0.15,0.17,0.22,0.22,0.2,0.17,0.22,0.09,0.06,0.19,0.22,0.17,0.08,0.11,0.07,0.26,0.28,0.22,0.17,0.19,0.26,0.22,0.22,0.24,0.26,0.24,0.2,0.15,0.2,0.02,0.09,0.04,0.06,0.04,0.13
215,捷運北門站(3號出口),大同區,121.510367,25.04993,0.74,0.64,0.44,0.46,0.52,0.58,0.45,0.65,0.63,0.58,0.55,0.08,0.1,0.08,0.02,0.15,0.36,0.39,0.49,0.28,0.38,0.54,0.56,0.36,0.28,0.43,0.38,0.39,0.41,0.05,0.02,0.03,0.15,0.07,0,0.1,0.66,0.69,0.43,0.61,0.56,0.52,0.52,0.64,0.69,0.48,0.74,0.8,0.7,0.54,0.33,0.28,0.13,0.25,0.25,0.23,0.4,0.46,0.52,0.46,0.72,0.54,0.74,0.54,0.46,0.03,0.43,0.38,0.46,0.46,0.23,0.11,0.59,0.59,0.44,0.52,0.67,0.57,0.57,0.46,0.2,0.62,0.38,0.25,0.31,0.2,0.25,0.18,0.12,0.3,0.4,0.28,0.16,0.52,0.57,0.74,0.64,0.66,0.56,0.51,0.75,0.49,0.43,0.44,0.46,0.49,0.46,0.43,0.59,0.49,0.36,0.46,0.46,0.31,0.33,0.31,0.74,0.77,0.49,0.43,0.38,0.26,0.23,0.62,0.54,0.49
216,培英公園,中山區,121.544601,25.082553,0.54,0.8,0.88,0.86,0.6,0.54,0.48,0.52,0.8,0.78,0.78,0.52,0.4,0.38,0.42,0.58,0.62,0.66,0.7,0.62,0.58,0.54,0.56,0.52,0.54,0.6,0.54,0.54,0.46,0,0.28,0.22,0.22,0.36,0.42,0.46,0.56,0.63,0.69,0.69,0.67,0.67,0.63,0.59,0.61,0.59,0.47,0.43,0.43,0.43,0.35,0.24,0.29,0.33,0.43,0.72,0.84,0.82,0.6,0.56,0.5,0.48,0.46,0.5,0.54,0.52,0.48,0.4,0.26,0.26,0.38,0.38,0.4,0.5,0.46,0.48,0.52,0.44,0.48,0.54,0.54,0.55,0.38,0.24,0.14,0.08,0.1,0.16,0.12,0.24,0.34,0.52,0.66,0.64,0.6,0.52,0.48,0.46,0.44,0.72,0.66,0.48,0.33,0.24,0.22,0.35,0.44,0.46,0.56,0.61,0.71,0.69,0.67,0.67,0.73,0.76,0.71,0.65,0.63,0.39,0.14,0.04,0.3,0.08,0.18,0.26
217,臺北花市,內湖區,121.574267,25.062645,0.4,0.53,0.72,0.95,0.6,0.56,0.59,0.62,0.62,0.59,0.72,0.67,0.57,0.53,0.33,0.15,0,0,0.15,0.6,0.72,0.38,0.55,0.62,0.55,0.6,0.65,0.6,0.7,0.33,0.42,0.36,0.23,0.08,0.03,0.1,0.18,0.33,0.62,0.33,0.33,0.45,0.45,0.5,0.5,0.47,0.53,0.42,0.15,0.55,0.53,0.3,0.05,0.2,0.25,0.35,0.42,0.1,0.26,0.41,0.5,0.47,0.65,0.42,0.47,0.82,0.57,0.56,0.46,0.1,0.1,0.03,0.12,0.2,0.2,0.25,0.42,0.68,0.78,0.53,0.42,0.38,0.47,0.6,0.47,0.35,0.4,0.12,0,0.28,0.45,0.12,0.4,0.4,0.53,0.53,0.47,0.47,0.57,0.65,0.6,0.4,0.75,0.72,0.7,0.42,0.28,0.2,0.25,0.53,0.75,0.38,0.42,0.45,0.53,0.6,0.5,0.4,0.42,0.35,0.64,0.5,0.4,0.18,0.03,0.03
218,松山高中,信義區,121.564108,25.043299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,大理高中,萬華區,121.49074,25.031147,0.34,0.92,0.79,0.76,0.79,0.47,0.42,0.32,0.26,0.18,0.42,0.08,0.32,0.29,0.42,0.58,0.53,0.26,0.26,1,0.89,0.97,0.5,0.29,0.55,0.66,0.66,0.13,0.42,0.53,0.55,0.76,0.45,0.45,0.32,0.42,0.24,0.87,0.53,0.55,0.42,0.24,0.05,0,0.37,0.45,0.37,0.42,0.39,0.37,0.58,0.58,0.5,0.68,0.68,0.97,0.79,0.71,0.68,0.65,0.43,0.3,0.49,0.53,0.55,0.22,0.19,0.32,0.42,0.71,0.95,0.97,0.24,0.34,0.29,0.39,0.21,0.18,0.05,0.32,0.21,0.39,0.37,0.18,0.11,0.32,0.5,0.68,0.29,0.39,0.24,0.87,0.47,0.29,0.45,0.11,0.08,0.39,0.39,0.39,0.32,0.53,0.68,0.55,0.71,0.63,0.55,0.61,0.29,0.42,0.55,0.47,0.47,0.08,0.05,0.53,0.45,0.29,0.26,0.05,0.05,0.18,0.39,0.68,1,0.24
220,大稻埕公園,大同區,121.510512,25.059162,0.77,0.23,0.57,0.49,0.54,0.26,0.26,0.14,0.06,0.14,0.03,0.14,0.03,0.14,0.06,0.28,0.58,0.67,0.39,0.28,0.39,0.44,0.11,0.14,0.28,0.28,0.11,0.19,0.19,0.17,0.19,0.25,0.17,0.22,0.58,0.56,0.42,0.22,0.5,0.69,0.44,0.03,0.11,0.11,0.14,0.22,0.25,0.25,0.31,0.14,0.11,0.28,0.31,0.46,0.06,0.11,0.39,0.03,0.06,0.03,0.28,0.19,0.11,0.06,0.25,0.22,0.33,0.75,0.31,0.08,0.36,0.33,0.22,0.06,0.08,0.03,0.22,0.44,0.33,0.22,0.28,0.44,0,0.11,0.36,0,0,0.14,0.39,0.44,0.39,0.39,0.42,0.69,0.36,0.19,0.17,0.26,0.03,0.06,0.14,0.06,0.03,0.06,0.14,0.17,0.4,0.51,0.49,0.17,0.34,0.54,0.29,0.2,0.17,0.14,0.17,0.22,0.25,0.08,0.06,0.03,0,0.11,0.28,0.39
221,泰和公園,信義區,121.57107,25.019276,0.62,0.42,0.3,0.33,0.15,0.25,0.15,0.15,0.05,0.03,0.15,0.38,0.5,0.2,0.38,0.85,0.8,0.95,0.72,0.42,0.03,0.05,0.3,0.28,0.07,0.35,0.25,0.12,0.28,0.38,0.57,0.7,0.07,0.72,0.47,0.62,0.38,0.75,0.5,0.4,0.28,0,0.38,0.33,0.35,0.3,0.38,0.4,0.5,0.12,0.3,0.65,0.47,0.6,0.5,0.28,0.55,0.3,0.64,0.31,0.1,0.47,0.23,0.07,0.05,0.15,0.23,0.25,0.15,0.45,0.55,0.6,0.65,0.5,0.17,0.47,0.35,0.3,0.25,0.05,0.25,0.1,0.03,0.15,0.23,0.15,0.33,0.45,0.9,0.3,0.9,0.65,0.38,0.28,0.03,0,0.28,0.25,0.12,0.1,0.1,0.33,0.38,0.85,0.05,0.41,0.75,0.57,0.3,0.7,0.5,0,0.03,0.53,0.4,0.3,0.33,0.15,0.25,0.23,0.55,0.12,0.36,0.64,0.54,0.46
222,撫順公園,中山區,121.522065,25.064108,0.24,0.45,0.41,0.45,0.72,0.83,0.38,0.31,0.45,0.55,0.14,0,0.04,0.28,0.17,0.41,0.52,0.71,0.31,0.73,0.3,0.5,0.57,0.33,0.07,0.47,0.63,0.41,0.62,0.13,0.13,0.07,0.43,0.63,0.37,0.43,0.23,0.17,0.37,0.47,0.47,0.5,0.33,0.4,0.67,0.77,0.5,0.4,0.53,0.57,0.53,0.43,0.4,0.57,0.3,0.33,0.43,0.33,0.4,0.27,0.07,0.1,0.1,0.07,0.07,0.1,0.5,0.43,0.23,0.37,0.3,0.53,0.6,0.6,0.57,0.4,0.4,0.33,0.62,0.47,0.37,0.33,0.13,0.07,0.13,0.07,0.33,0.13,0.7,0.9,0.6,0.27,0.77,0.38,0.48,0.52,0.31,0.1,0.66,0.66,0.69,0.24,0.03,0.17,0.17,0.34,0.48,0.38,0.62,0.24,0.66,0.34,0.52,0.41,0.52,0.41,0.59,0.24,0.07,0.03,0.67,0.77,0.3,0.93,0.4,0.4
223,清江國小,北投區,121.507267,25.1274,0.4,0.03,0.72,0.68,0.6,0.33,0.15,0.1,0.12,0,0.05,0.03,0.1,0.45,0.05,0.72,0.6,0.78,0.4,0.5,0.57,0.57,0.53,0.12,0,0.05,0.07,0.03,0.1,0.6,0.62,0.25,0.65,0.72,0.68,0.62,0.28,0,0.53,0.4,0.12,0.12,0.05,0.03,0.03,0.03,0,0.03,0.33,0.35,0.1,0.33,0.78,0.6,0.62,0.75,0.78,0.64,0.49,0.33,0.46,0.62,0.42,0.28,0.2,0.12,0.25,0.3,0.55,0.62,0.97,0.8,0.8,0.75,0.7,0.53,0.38,0.25,0.12,0.3,0.23,0.2,0,0.12,0.35,0.72,0.03,0.25,0.68,0.8,0.62,0.23,0.38,0.57,0.64,0.56,0.56,0.41,0.97,0.36,0.15,0.31,0.62,0.23,0.46,0.31,0.59,0.67,0.51,0.15,0.53,0.6,0.7,0.23,0.15,0.28,0.23,0,0.07,0,0.25,0.55,0.62,0.6,0.8,0.9
224,社正公園,士林區,121.510535,25.088243,0.7,0.6,0.56,0.51,0.5,0.25,0.33,0.33,0.35,0.38,0.42,0.3,0.35,0.12,0.23,0.47,0.65,0.7,0.7,0.53,0.55,0.57,0.47,0.53,0.47,0.45,0.5,0.2,0.28,0.38,0.33,0.1,0.23,0.4,0.53,0.57,0.55,0.5,0.33,0.28,0.3,0.4,0.35,0.38,0.38,0.35,0.35,0.5,0.47,0.17,0.38,0.5,0.65,0.65,0.8,0.45,0.38,0.38,0.38,0.4,0.45,0.45,0.45,0.53,0.53,0.38,0.23,0.42,0.42,0.45,0.68,0.57,0.82,0.88,0.75,0.78,0.8,0.78,0.75,0.78,0.8,0.42,0.53,0.68,0.72,0.28,0.35,0.47,0.6,0.72,0.42,0.38,0.3,0.25,0.28,0.28,0.4,0.4,0.45,0.38,0.55,0.65,0.62,0.25,0.23,0.42,0.57,0.72,0.35,0.3,0.25,0.17,0.15,0.12,0.15,0.2,0.1,0.17,0.2,0.35,0.47,0.42,0.62,0.42,0.45,0.42
225,臥龍樂業街口,大安區,121.554839,25.0186,0.47,0.6,0.35,0.35,0.23,0.54,0.54,0.49,0.18,0.21,0.28,0.51,0.53,0.95,0.13,0.29,0.55,0.55,0.56,0.12,0.56,0.47,0.45,0.47,0.4,0.4,0.33,0.45,0.45,0.6,0.28,0.25,0.45,0.53,0.65,0.72,0.6,0.33,0.88,0.68,0.62,0.57,0.55,0.53,0.47,0.45,0.5,0.55,0.33,0.3,0.5,0.38,0.6,0.5,0.75,0.57,0.8,0.72,0.55,0.8,0.75,0.6,0.57,0.53,0.68,0.57,0.28,0.5,0.53,0.47,0.8,0.88,0.8,0.78,0.75,0.65,0.62,0.62,0.65,0.65,0.57,0.72,0.35,0.15,0.25,0.45,0.15,0.33,0.65,0.57,0.62,0.38,0.05,0.35,0.4,0.33,0.35,0.33,0.35,0.33,0.5,0.53,0.7,0.35,0.7,0.62,0.62,0.72,0.7,0.82,0.42,0.62,0.53,0.6,0.6,0.53,0.5,0.47,0.5,0.47,0.53,0.1,0.33,0.28,0.6,0.6
226,向陽南港路口,南港區,121.594228,25.054365,0.12,0.5,0.75,0.31,0.34,0.31,0.25,0.66,0.66,0.62,0.44,0.75,0.31,0.03,0.19,0.22,0.22,0.22,0.31,0.88,0.59,0.66,0.66,0.59,0.59,0.66,0.62,0.84,0.72,0.38,0.28,0.09,0.22,0.53,0.66,0.62,0.09,0.34,0.72,0.56,0.62,0.56,0.53,0.41,0.5,0.5,0.5,0.47,0.69,0.5,0.41,0.38,0.5,0.47,0.41,0.56,0.69,0.59,0.56,0.53,0.53,0.53,0.53,0.44,0.25,0.19,0.25,0.12,0.28,0.31,0.44,0.41,0.56,0.53,0.53,0.47,0.44,0.53,0.53,0.47,0.44,0.41,0.31,0.41,0.47,0.44,0.19,0.12,0.25,0.22,0.19,0.47,0.38,0.44,0.56,0.62,0.44,0.34,0.66,0.56,0.69,0.34,0.19,0.03,0.16,0.28,0.47,0.5,0.19,0.41,0.75,0.34,0.5,0.41,0.34,0.34,0.31,0.56,0.62,0.84,0.03,0.03,0.22,0.31,0.34,0.47
227,麗山高中,內湖區,121.57668,25.084244,0.72,0.85,0.68,0.42,0.45,0.42,0.38,0.47,0.5,0.35,0.23,0.23,0.44,0.26,0.11,0.18,0.34,0.37,0.37,0.23,0.23,0.05,0.05,0,0,0.08,0.08,0.08,0,0.1,0.13,0.18,0.33,0.41,0.53,0.6,0.4,0.47,0.38,0.18,0.13,0.1,0.13,0.21,0.26,0.21,0.18,0.13,0.13,0.33,0.36,0.39,0.55,0.61,0.55,0.55,0.61,0.61,0.53,0.41,0.38,0.33,0.33,0.41,0.46,0.44,0.46,0.59,0.67,0.74,0.77,0.79,0.69,0.72,0.72,0.64,0.56,0.51,0.51,0.54,0.54,0.33,0.38,0.46,0.36,0.44,0.46,0.44,0.55,0.6,0.53,0.65,0.47,0.28,0.23,0.17,0.15,0.15,0.23,0.1,0.05,0.05,0.3,0.45,0.42,0.53,0.57,0.57,0.6,0.65,0.4,0.12,0.12,0.03,0.1,0.17,0.17,0.17,0.23,0.23,0.38,0.47,0.67,0.41,0.54,0.56
228,捷運萬芳社區站,文山區,121.567474,24.998956,0.7,0.7,0.63,0.5,0.53,0.53,0.57,0.57,0.57,0.5,0.57,0.47,0.3,0.03,0.4,0.47,0.47,0.43,0.27,0.17,0.47,0.37,0.33,0.3,0.33,0.3,0.3,0.3,0.33,0.1,0.13,0.1,0.1,0.27,0.33,0.27,0.23,0.2,0.13,0.07,0.5,0.5,0.5,0.43,0.37,0.37,0.37,0.37,0.3,0.07,0.13,0.63,0.6,0.6,0.37,0.33,0.3,0.3,0.37,0.37,0.27,0.5,0.47,0.4,0.37,0.33,0.3,0.3,0.43,0.57,0.63,0.63,0.57,0.53,0.57,0.5,0.47,0.4,0.37,0.37,0.37,0.3,0.13,0.03,0.6,0.31,0.45,0.48,0.52,0.55,0.55,0.59,0.53,0.28,0.34,0.41,0.41,0.43,0.37,0.4,0.4,0.4,0.23,0.13,0.07,0.07,0.17,0.27,0.07,0.6,0.67,0.63,0.63,0.63,0.6,0.57,0.57,0.53,0.6,0.23,0.27,0.07,0.53,0.67,0.57,0.57
229,市民太原路口,大同區,121.514611,25.049394,0.35,0.5,0.09,0.06,0.09,0.27,0.26,0.32,0.29,0.26,0.18,0.12,0,0,0.12,0.24,0.18,0.26,0.5,0.38,0.44,0.21,0.32,0.35,0.62,0.26,0.38,0.18,0.35,0.12,0.06,0.09,0,0.12,0.03,0.32,0.38,0.41,0.24,0.18,0.21,0.21,0.26,0.29,0.38,0.21,0.21,0.35,0.24,0,0.09,0.21,0.06,0.15,0.21,0.18,0.18,0.09,0.38,0.03,0.03,0,0.29,0.47,0.53,0.32,0.44,0.53,0.59,0.38,0.03,0.15,0.41,0.29,0.38,0.61,0.09,0.42,0.76,0.64,0.61,0.26,0.68,0.41,0.56,1,0.53,0.12,0.09,0.03,0.24,0.35,0.32,0.44,0.24,0.21,0.41,0.47,0.44,0.32,0.65,0.21,0.24,0,0.06,0.24,0.18,0.24,0.35,0.56,0.12,0.03,0.12,0.03,0.12,0.03,0.06,0.12,0.15,0.18,0.15,0,0.09,0,0.03,0.06
230,湖光國宅,內湖區,121.580811,25.075366,0.69,0.43,0.31,0.14,0.14,0.09,0.11,0.17,0.2,0.2,0.4,0.4,0.49,0.54,0.2,0.43,0.57,0.71,0.69,0.43,0.29,0.14,0.06,0.06,0.11,0.09,0.09,0.17,0.14,0.54,0.6,0.57,0.34,0.54,0.71,0.74,0.74,0.49,0.4,0.14,0.11,0.06,0.09,0.11,0.11,0.14,0.14,0.23,0.31,0.51,0.46,0.66,0.94,0.63,0.6,0.46,0.34,0.34,0.2,0.31,0.26,0.23,0.23,0.31,0.4,0.34,0.26,0.23,0.37,0.49,0.6,0.63,0.71,0.71,0.63,0.6,0.57,0.49,0.46,0.29,0.29,0.34,0.29,0.23,0.11,0.11,0.37,0.46,0.74,0.74,0.69,0.43,0.37,0.2,0.09,0.14,0.11,0.09,0.09,0.06,0.06,0.2,0.34,0.37,0.49,0.71,0.51,0.71,0.65,0.66,0.4,0.2,0.23,0.2,0.14,0.06,0.03,0.14,0.09,0.03,0.31,0.37,0.43,0.51,0.74,0.89
231,內政部營建署,松山區,121.545022,25.047805,0.35,0.6,0.42,0.88,0.7,0.6,0.57,0.7,0.75,0.38,0.45,0.23,0.53,0.75,0.3,0.4,0.03,0.25,0.3,0.33,0.65,0.5,0.28,0.05,0.1,0.41,0.56,0.54,0.51,0.34,0.61,0.63,0.53,0.21,0.26,0.34,0.21,0.47,0.25,0.58,0.35,0.17,0.15,0.25,0.35,0.45,0.35,0.35,0.28,0.57,0.5,0.38,0.25,0.3,0.38,0.38,0.47,0.53,0.6,0.5,0.23,0.12,0.17,0.15,0.07,0.1,0.4,0.57,0.69,0.77,0.33,0.35,0.47,0.4,0.4,0.35,0.28,0.4,0.57,0.33,0.5,0.28,0.38,0.3,0.53,0.5,0.6,0.42,0.55,0.55,0.23,0.12,0.95,0.75,0.85,0.6,0.5,0.7,0.68,0.45,0.55,0.12,0.53,0.23,0.6,0.62,0.53,0.67,0.28,0.64,0.87,0.49,0.41,0.36,0.33,0.49,0.38,0.18,0.33,0.6,0.57,0.57,0.47,0.47,0.47,0.55
232,中山天母路口,士林區,121.529738,25.118843,0.23,0,0.02,0.09,0.16,0.16,0.23,0.23,0.23,0.14,0.09,0.02,0.05,0.12,0.19,0.02,0.07,0.14,0.47,0.17,0.16,0.14,0.12,0.12,0.16,0.28,0.05,0.02,0,0.07,0.23,0.28,0.3,0.16,0.07,0.09,0.42,0.16,0.05,0.09,0.21,0.09,0.14,0.12,0.19,0.21,0.14,0.16,0.47,0.3,0.16,0.19,0.14,0.07,0.4,0.35,0.35,0.51,0.44,0.37,0.33,0.6,0.47,0.53,0.4,0.23,0.35,0.21,0.14,0.1,0.12,0.12,0.16,0.19,0.07,0.12,0.05,0.02,0.02,0.02,0.14,0.05,0,0.02,0.12,0.23,0.02,0.09,0.35,0.4,0.12,0.02,0.38,0.38,0.38,0.31,0.21,0.36,0.29,0.14,0.19,0.31,0.3,0.21,0.21,0,0.4,0.33,0.21,0.02,0.09,0.09,0.19,0.33,0.26,0.35,0.35,0.37,0.3,0.23,0.36,0.3,0.36,0.34,0.42,0.33
233,捷運忠義站,北投區,121.474155,25.131411,0.28,0.28,0.26,0.26,0.28,0.26,0.26,0.26,0.22,0.26,0.3,0.24,0.36,0.32,0.28,0.26,0.24,0.24,0.18,0.2,0.2,0.2,0.18,0.22,0.26,0.26,0.28,0.28,0.32,0.36,0.3,0.3,0.22,0.26,0.24,0.24,0.26,0.28,0.22,0.2,0.2,0.16,0.1,0.06,0.06,0.06,0.1,0.08,0.14,0.12,0.1,0.08,0.12,0.12,0.06,0.06,0,0.06,0.08,0,0.08,0.22,0.26,0.28,0.28,0.32,0.3,0.22,0.22,0.22,0.2,0.22,0.22,0.22,0.22,0.22,0.2,0.24,0.26,0.2,0.16,0.16,0.1,0.12,0.1,0.12,0.16,0.16,0.16,0.18,0.2,0.24,0.22,0.3,0.3,0.34,0.34,0.34,0.34,0.36,0.4,0.42,0.4,0.36,0.3,0.28,0.3,0.28,0.3,0.32,0.3,0.3,0.28,0.28,0.28,0.22,0.26,0.34,0.36,0.32,0.22,0.24,0.24,0.22,0.2,0.2
